name;url;Company;Company_url;Posted_Time;Posted_Time_url;Alter_Name;Alter_Name_url;Vacancy_Place;Salary;Education_Degree;Vacancy_Time;Vacancy_Id;Skills__name;
Middle Level Java Developer;https://busy.az/vacancy/119338/middle-level-java-developer;Golden Pay;https://busy.az/vacancy/119338/middle-level-java-developer;38 gün əvvəl;https://busy.az/vacancy/119338/middle-level-java-developer;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;09.02.2024;Razılaşma yolu ilə;Tam ştat (full time);40;Spring Boot;
;;;;;;;;;;;;40;OOP;
;;;;;;;;;;;;40;Mysql;
;;;;;;;;;;;;40;proqramlaşdırma;
;;;;;;;;;;;;40;Spring Data;
;;;;;;;;;;;;40;software development;
;;;;;;;;;;;;40;programming;
;;;;;;;;;;;;40;proqram təminatı;
;;;;;;;;;;;;40;JAVA;
Aparıcı Back-end Proqramçı;https://busy.az/vacancy/119232/aparici-back-end-proqramci;İqtisadi İslahatların Təhlili və Kommunikasiya Mərkəzi;https://busy.az/vacancy/119232/aparici-back-end-proqramci;39 gün əvvəl;https://busy.az/vacancy/119232/aparici-back-end-proqramci;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;Razılaşma yolu ilə;Ali;Tam ştat (full time);41;PHP;
;;;;;;;;;;;;41;jQuery;
;;;;;;;;;;;;41;OOP;
;;;;;;;;;;;;41;HTML;
;;;;;;;;;;;;41;ASP.NET;
;;;;;;;;;;;;41;Mysql;
;;;;;;;;;;;;41;Bootstrap;
;;;;;;;;;;;;41;back-end development;
;;;;;;;;;;;;41;software development;
;;;;;;;;;;;;41;programming;
;;;;;;;;;;;;41;proqramlaşdırma;
Backend Engineer;https://busy.az/vacancy/119215/backend-engineer;Azerconnect;https://busy.az/vacancy/119215/backend-engineer;39 gün əvvəl;https://busy.az/vacancy/119215/backend-engineer;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;Razılaşma yolu ilə;Ali;Tam ştat (full time);42;back-end development;
;;;;;;;;;;;;42;Spring Boot;
;;;;;;;;;;;;42;proqramlaşdırma;
;;;;;;;;;;;;42;programming;
;;;;;;;;;;;;42;proqram təminatı;
QA Tester;https://busy.az/vacancy/119045/qa-tester;Afea Group;https://busy.az/vacancy/119045/qa-tester;41 gün əvvəl;https://busy.az/vacancy/119045/qa-tester;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;06.02.2024;Razılaşma yolu ilə;Tam ştat (full time);43;programming;
;;;;;;;;;;;;43;proqramlaşdırma;
;;;;;;;;;;;;43;software development;
;;;;;;;;;;;;43;программирование;
QA Tester;https://busy.az/vacancy/118975/qa-tester;Edumedia;https://busy.az/vacancy/118975/qa-tester;41 gün əvvəl;https://busy.az/vacancy/118975/qa-tester;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;Razılaşma yolu ilə;Ali;Tam ştat (full time);44;proqramlaşdırma;
;;;;;;;;;;;;44;proqram təminatı;
;;;;;;;;;;;;44;software development;
;;;;;;;;;;;;44;programming;
;;;;;;;;;;;;44;SQL;
Proqram təminatı üzrə mühəndis (Backend Developer);https://busy.az/vacancy/118890/proqram-teminati-uzre-muhendis-backend-developer;Kontakt Home;https://busy.az/vacancy/118890/proqram-teminati-uzre-muhendis-backend-developer;42 gün əvvəl;https://busy.az/vacancy/118890/proqram-teminati-uzre-muhendis-backend-developer;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;05.02.2024;Razılaşma yolu ilə;Tam ştat (full time);45;ASP.NET;
;;;;;;;;;;;;45;back-end development;
;;;;;;;;;;;;45;OOP;
;;;;;;;;;;;;45;SQL;
;;;;;;;;;;;;45;ingilis dili;
;;;;;;;;;;;;45;English language;
;;;;;;;;;;;;45;software development;
;;;;;;;;;;;;45;programming;
;;;;;;;;;;;;45;proqram təminatı;
Middle Back-End Developer;https://busy.az/vacancy/118837/middle-back-end-developer;CRBN Tech;https://busy.az/vacancy/118837/middle-back-end-developer;44 gün əvvəl;https://busy.az/vacancy/118837/middle-back-end-developer;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;03.02.2024;Razılaşma yolu ilə;Tam ştat (full time);46;JAVA;
;;;;;;;;;;;;46;Spring Boot;
;;;;;;;;;;;;46;Spring Data;
;;;;;;;;;;;;46;back-end development;
;;;;;;;;;;;;46;software development;
;;;;;;;;;;;;46;programming;
;;;;;;;;;;;;46;proqramlaşdırma;
;;;;;;;;;;;;46;proqram təminatı;
Bank Sistemlərinin idarə edilməsi şöbəsinin Meneceri;https://busy.az/vacancy/118802/bank-sistemlerinin-idare-edilmesi-sobesinin-meneceri;Ziraat Bank Azərbaycan;https://busy.az/vacancy/118802/bank-sistemlerinin-idare-edilmesi-sobesinin-meneceri;45 gün əvvəl;https://busy.az/vacancy/118802/bank-sistemlerinin-idare-edilmesi-sobesinin-meneceri;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;Razılaşma yolu ilə;Ali (bakalavr);Tam ştat (full time);47;PL/SQL;
;;;;;;;;;;;;47;programming;
;;;;;;;;;;;;47;proqramlaşdırma;
;;;;;;;;;;;;47;proqram təminatı;
;;;;;;;;;;;;47;software development;
IT Division / System Administration Direction / DevOps Specialist;https://busy.az/vacancy/118800/it-division-system-administration-direction-devops-specialist;PASHA Capital;https://busy.az/vacancy/118800/it-division-system-administration-direction-devops-specialist;45 gün əvvəl;https://busy.az/vacancy/118800/it-division-system-administration-direction-devops-specialist;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;02.02.2024;Razılaşma yolu ilə;Tam ştat (full time);48;Python;
;;;;;;;;;;;;48;DevOps;
;;;;;;;;;;;;48;Mysql;
;;;;;;;;;;;;48;system administration;
;;;;;;;;;;;;48;programming;
;;;;;;;;;;;;48;proqramlaşdırma;
;;;;;;;;;;;;48;proqram təminatı;
Front-End Instructor;https://busy.az/vacancy/118754/front-end-instructor;Evo Coding Center;https://busy.az/vacancy/118754/front-end-instructor;45 gün əvvəl;https://busy.az/vacancy/118754/front-end-instructor;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;24;Ali;Tam ştat (full time);49;HTML;
;;;;;;;;;;;;49;CSS;
;;;;;;;;;;;;49;JavaScript;
;;;;;;;;;;;;49;Bootstrap;
;;;;;;;;;;;;49;TypeScript;
;;;;;;;;;;;;49;front-end development;
;;;;;;;;;;;;49;software development;
;;;;;;;;;;;;49;programming;
;;;;;;;;;;;;49;proqramlaşdırma;
;;;;;;;;;;;;49;proqram təminatı;
Keyfiyyət üzrə yoxlayıcı (Rəqəmsal);https://busy.az/vacancy/118735/keyfiyyet-uzre-yoxlayici-reqemsal;Avromed Company QSC;https://busy.az/vacancy/118735/keyfiyyet-uzre-yoxlayici-reqemsal;45 gün əvvəl;https://busy.az/vacancy/118735/keyfiyyet-uzre-yoxlayici-reqemsal;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;02.02.2024;Razılaşma yolu ilə;Tam ştat (full time);50;proqramlaşdırma;
;;;;;;;;;;;;50;HTML;
;;;;;;;;;;;;50;Laravel;
;;;;;;;;;;;;50;software development;
;;;;;;;;;;;;50;programming;
;;;;;;;;;;;;50;proqram təminatı;
Backend Developer Mid Level;https://busy.az/vacancy/118643/backend-developer-mid-level;Bestcomp Group;https://busy.az/vacancy/118643/backend-developer-mid-level;46 gün əvvəl;https://busy.az/vacancy/118643/backend-developer-mid-level;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;01.02.2024;Razılaşma yolu ilə;Tam ştat (full time);51;C#;
;;;;;;;;;;;;51;proqram təminatı;
;;;;;;;;;;;;51;OOP;
;;;;;;;;;;;;51;software development;
;;;;;;;;;;;;51;programming;
;;;;;;;;;;;;51;proqramlaşdırma;
iOS Mobil Proqramlaşdırma üzrə Baş Mütəxəssis;https://busy.az/vacancy/118410/ios-mobil-proqramlasdirma-uzre-bas-mutexessis;PASHA Bank;https://busy.az/vacancy/118410/ios-mobil-proqramlasdirma-uzre-bas-mutexessis;48 gün əvvəl;https://busy.az/vacancy/118410/ios-mobil-proqramlasdirma-uzre-bas-mutexessis;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;Razılaşma yolu ilə;Ali (bakalavr);Tam ştat (full time);52;English language;
;;;;;;;;;;;;52;ingilis dili;
;;;;;;;;;;;;52;proqram təminatı;
;;;;;;;;;;;;52;proqramlaşdırma;
;;;;;;;;;;;;52;iOS development;
;;;;;;;;;;;;52;mobile development;
;;;;;;;;;;;;52;mobile application development;
Strong Junior PHP Developer;https://busy.az/vacancy/118369/strong-junior-php-developer;TIM Group;https://busy.az/vacancy/118369/strong-junior-php-developer;48 gün əvvəl;https://busy.az/vacancy/118369/strong-junior-php-developer;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;Razılaşma yolu ilə;Ali (bakalavr);Tam ştat (full time);53;HTTP;
;;;;;;;;;;;;53;CSS;
;;;;;;;;;;;;53;programming;
;;;;;;;;;;;;53;PHP;
;;;;;;;;;;;;53;software development;
;;;;;;;;;;;;53;proqramlaşdırma;
;;;;;;;;;;;;53;proqram təminatı;
;;;;;;;;;;;;53;программирование;
;;;;;;;;;;;;53;Mysql;
Backend developer (Java) – Aparıcı mütəxəssis;https://busy.az/vacancy/118274/backend-developer-java-aparici-mutexessis;Bank Respublika ASC;https://busy.az/vacancy/118274/backend-developer-java-aparici-mutexessis;49 gün əvvəl;https://busy.az/vacancy/118274/backend-developer-java-aparici-mutexessis;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;29.01.2024;Razılaşma yolu ilə;Tam ştat (full time);54;software development;
;;;;;;;;;;;;54;programming;
;;;;;;;;;;;;54;proqramlaşdırma;
;;;;;;;;;;;;54;proqram təminatı;
;;;;;;;;;;;;54;программирование;
;;;;;;;;;;;;54;JAVA;
;;;;;;;;;;;;54;PL/SQL;
;;;;;;;;;;;;54;Spring Boot;
;;;;;;;;;;;;54;Spring Data;
;;;;;;;;;;;;54;JavaScript;
;;;;;;;;;;;;54;back-end development;
Proqram Təminatı Testi üzrə Mühəndis;https://busy.az/vacancy/118251/proqram-teminati-testi-uzre-muhendis;ATEF Şirkətlər Qrupu;https://busy.az/vacancy/118251/proqram-teminati-testi-uzre-muhendis;49 gün əvvəl;https://busy.az/vacancy/118251/proqram-teminati-testi-uzre-muhendis;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;29.01.2024;Razılaşma yolu ilə;Tam ştat (full time);55;software development;
;;;;;;;;;;;;55;programming;
;;;;;;;;;;;;55;proqramlaşdırma;
;;;;;;;;;;;;55;proqram təminatı;
Texniki və Proqram Təminatı Sənədləri üzrə Mühəndis;https://busy.az/vacancy/118250/texniki-ve-proqram-teminati-senedleri-uzre-muhendis;ATEF Şirkətlər Qrupu;https://busy.az/vacancy/118250/texniki-ve-proqram-teminati-senedleri-uzre-muhendis;49 gün əvvəl;https://busy.az/vacancy/118250/texniki-ve-proqram-teminati-senedleri-uzre-muhendis;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;29.01.2024;Razılaşma yolu ilə;Tam ştat (full time);56;software development;
;;;;;;;;;;;;56;programming;
;;;;;;;;;;;;56;proqramlaşdırma;
;;;;;;;;;;;;56;proqram təminatı;
DevOps Engineer;https://busy.az/vacancy/118216/devops-engineer;MPAY QSC;https://busy.az/vacancy/118216/devops-engineer;49 gün əvvəl;https://busy.az/vacancy/118216/devops-engineer;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;29.01.2024;Razılaşma yolu ilə;Tam ştat (full time);57;Python;
;;;;;;;;;;;;57;Mysql;
;;;;;;;;;;;;57;DevOps;
;;;;;;;;;;;;57;software development;
;;;;;;;;;;;;57;programming;
;;;;;;;;;;;;57;proqramlaşdırma;
Front-End Instructor;https://busy.az/vacancy/118211/front-end-instructor;High Result Academy;https://busy.az/vacancy/118211/front-end-instructor;49 gün əvvəl;https://busy.az/vacancy/118211/front-end-instructor;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;29.01.2024;Razılaşma yolu ilə;Tam ştat (full time);58;HTML;
;;;;;;;;;;;;58;CSS;
;;;;;;;;;;;;58;front-end development;
;;;;;;;;;;;;58;software development;
;;;;;;;;;;;;58;programming;
;;;;;;;;;;;;58;proqramlaşdırma;
;;;;;;;;;;;;58;proqram təminatı;
Senior IOS Developer;https://busy.az/vacancy/118164/senior-ios-developer;Golden Pay;https://busy.az/vacancy/118164/senior-ios-developer;51 gün əvvəl;https://busy.az/vacancy/118164/senior-ios-developer;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;27.01.2024;Razılaşma yolu ilə;Tam ştat (full time);59;software development;
;;;;;;;;;;;;59;programming;
;;;;;;;;;;;;59;proqramlaşdırma;
;;;;;;;;;;;;59;proqram təminatı;
;;;;;;;;;;;;59;программирование;
;;;;;;;;;;;;59;iOS development;
;;;;;;;;;;;;59;mobile application;
;;;;;;;;;;;;59;mobile development;
Senior Android Developer;https://busy.az/vacancy/118161/senior-android-developer;Golden Pay;https://busy.az/vacancy/118161/senior-android-developer;51 gün əvvəl;https://busy.az/vacancy/118161/senior-android-developer;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;27.01.2024;Razılaşma yolu ilə;Tam ştat (full time);60;software development;
;;;;;;;;;;;;60;programming;
;;;;;;;;;;;;60;proqramlaşdırma;
;;;;;;;;;;;;60;proqram təminatı;
;;;;;;;;;;;;60;программирование;
;;;;;;;;;;;;60;Android development;
;;;;;;;;;;;;60;mobile application;
;;;;;;;;;;;;60;mobile application development;
Mid-Level Full Stack Web Developer;https://busy.az/vacancy/118049/mid-level-full-stack-web-developer;İnnovasiya və Rəqəmsal İnkişaf Agentliyi;https://busy.az/vacancy/118049/mid-level-full-stack-web-developer;52 gün əvvəl;https://busy.az/vacancy/118049/mid-level-full-stack-web-developer;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;26.01.2024;Razılaşma yolu ilə;Tam ştat (full time);61;software development;
;;;;;;;;;;;;61;full stack development;
;;;;;;;;;;;;61;programming;
;;;;;;;;;;;;61;proqramlaşdırma;
;;;;;;;;;;;;61;proqram təminatı;
Full-Stack Software Engineer (Typescript/React/Python; Remote Working; Contractor; Renewable);https://busy.az/vacancy/117945/full-stack-software-engineer-typescriptreactpython-remote-working-contractor-renewable;Technosec.io;53 gün əvvəl;https://busy.az/vacancy/117945/full-stack-software-engineer-typescriptreactpython-remote-working-contractor-renewable;DevOps;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;62;https://busy.az/vacancy/117945/full-stack-software-engineer-typescriptreactpython-remote-working-contractor-renewable;Tam ştat (full time)
;;;;;;;;;;;;62;TypeScript;
;;;;;;;;;;;;62;DevSecOps;
;;;;;;;;;;;;62;Python;
;;;;;;;;;;;;62;JavaScript;
;;;;;;;;;;;;62;full stack development;
;;;;;;;;;;;;62;programming;
;;;;;;;;;;;;62;proqramlaşdırma;
;;;;;;;;;;;;62;proqram təminatı;
Baş proqramçı;https://busy.az/vacancy/117768/bas-proqramci;Connect;https://busy.az/vacancy/117768/bas-proqramci;55 gün əvvəl;https://busy.az/vacancy/117768/bas-proqramci;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;2500 - 3000;Ali;Tam ştat (full time);63;PHP;
;;;;;;;;;;;;63;Microsoft Office;
;;;;;;;;;;;;63;software development;
;;;;;;;;;;;;63;programming;
;;;;;;;;;;;;63;proqramlaşdırma;
;;;;;;;;;;;;63;proqram təminatı;
;;;;;;;;;;;;63;программирование;
Proqram təminatı üzrə mühəndis (Backend Developer);https://busy.az/vacancy/117656/proqram-teminati-uzre-muhendis-backend-developer;Kontakt Home;https://busy.az/vacancy/117656/proqram-teminati-uzre-muhendis-backend-developer;56 gün əvvəl;https://busy.az/vacancy/117656/proqram-teminati-uzre-muhendis-backend-developer;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;22.01.2024;Razılaşma yolu ilə;Tam ştat (full time);64;ASP.NET;
;;;;;;;;;;;;64;SQL;
;;;;;;;;;;;;64;proqram təminatı;
;;;;;;;;;;;;64;OOP;
;;;;;;;;;;;;64;software development;
;;;;;;;;;;;;64;programming;
;;;;;;;;;;;;64;proqramlaşdırma;
;;;;;;;;;;;;64;back-end development;
IOS developer;https://busy.az/vacancy/117649/ios-developer;AzInTelecom;https://busy.az/vacancy/117649/ios-developer;56 gün əvvəl;https://busy.az/vacancy/117649/ios-developer;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;Razılaşma yolu ilə;Ali;Tam ştat (full time);65;software development;
;;;;;;;;;;;;65;programming;
;;;;;;;;;;;;65;proqramlaşdırma;
;;;;;;;;;;;;65;proqram təminatı;
;;;;;;;;;;;;65;Figma;
;;;;;;;;;;;;65;Adobe XD;
;;;;;;;;;;;;65;Sketch;
;;;;;;;;;;;;65;iOS development;
;;;;;;;;;;;;65;mobile application;
;;;;;;;;;;;;65;mobile development;
;;;;;;;;;;;;65;mobile application development;
Android developer;https://busy.az/vacancy/117648/android-developer;AzInTelecom;https://busy.az/vacancy/117648/android-developer;56 gün əvvəl;https://busy.az/vacancy/117648/android-developer;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;Razılaşma yolu ilə;Ali;Tam ştat (full time);66;software development;
;;;;;;;;;;;;66;programming;
;;;;;;;;;;;;66;proqramlaşdırma;
;;;;;;;;;;;;66;proqram təminatı;
;;;;;;;;;;;;66;Figma;
;;;;;;;;;;;;66;Android development;
;;;;;;;;;;;;66;mobile application;
;;;;;;;;;;;;66;mobile development;
;;;;;;;;;;;;66;mobile application development;
Tester;https://busy.az/vacancy/117647/tester;AzInTelecom;https://busy.az/vacancy/117647/tester;56 gün əvvəl;https://busy.az/vacancy/117647/tester;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;Razılaşma yolu ilə;Ali;Tam ştat (full time);67;software development;
;;;;;;;;;;;;67;programming;
;;;;;;;;;;;;67;proqramlaşdırma;
;;;;;;;;;;;;67;proqram təminatı;
;;;;;;;;;;;;67;Figma;
Kredit Yoxlanışı üzrə İşçi (Sumqayıt filialı);https://busy.az/vacancy/117627/kredit-yoxlanisi-uzre-isci-sumqayit-filiali;FINCA Azerbaijan;https://busy.az/vacancy/117627/kredit-yoxlanisi-uzre-isci-sumqayit-filiali;56 gün əvvəl;https://busy.az/vacancy/117627/kredit-yoxlanisi-uzre-isci-sumqayit-filiali;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;22.01.2024;Razılaşma yolu ilə;Tam ştat (full time);68;Microsoft Word;
;;;;;;;;;;;;68;Microsoft Excel;
;;;;;;;;;;;;68;Microsoft Outlook;
;;;;;;;;;;;;68;kredit yoxlanışı;
;;;;;;;;;;;;68;kredit;
;;;;;;;;;;;;68;kredit təhlili;
;;;;;;;;;;;;68;kredit borcları;
;;;;;;;;;;;;68;credit;
;;;;;;;;;;;;68;credit control;
;;;;;;;;;;;;68;software development;
;;;;;;;;;;;;68;programming;
;;;;;;;;;;;;68;proqramlaşdırma;
;;;;;;;;;;;;68;proqram təminatı;
Senior Java backend Programçı;https://busy.az/vacancy/117605/senior-java-backend-programci;İcbari Sığorta Bürosu;https://busy.az/vacancy/117605/senior-java-backend-programci;56 gün əvvəl;https://busy.az/vacancy/117605/senior-java-backend-programci;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;Razılaşma yolu ilə;Ali (bakalavr);Tam ştat (full time);69;proqramlaşdırma;
;;;;;;;;;;;;69;JAVA;
;;;;;;;;;;;;69;proqram təminatı;
;;;;;;;;;;;;69;English language;
;;;;;;;;;;;;69;software development;
;;;;;;;;;;;;69;programming;
;;;;;;;;;;;;69;back-end development;
IT Specialist;https://busy.az/vacancy/117548/it-specialist;Resant Group;https://busy.az/vacancy/117548/it-specialist;56 gün əvvəl;https://busy.az/vacancy/117548/it-specialist;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;22.01.2024;Razılaşma yolu ilə;Tam ştat (full time);70;software development;
;;;;;;;;;;;;70;proqramlaşdırma;
;;;;;;;;;;;;70;proqram təminatı;
;;;;;;;;;;;;70;programming;
Back-end proqramçı;https://busy.az/vacancy/117459/back-end-proqramci;Global Management;https://busy.az/vacancy/117459/back-end-proqramci;59 gün əvvəl;https://busy.az/vacancy/117459/back-end-proqramci;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;19.01.2024;Razılaşma yolu ilə;Tam ştat (full time);71;PHP;
;;;;;;;;;;;;71;programming;
;;;;;;;;;;;;71;proqramlaşdırma;
;;;;;;;;;;;;71;proqram təminatı;
;;;;;;;;;;;;71;software development;
;;;;;;;;;;;;71;back-end development;
Phyton Developer;https://busy.az/vacancy/117408/phyton-developer;ALCO MMC;https://busy.az/vacancy/117408/phyton-developer;60 gün əvvəl;https://busy.az/vacancy/117408/phyton-developer;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;Razılaşma yolu ilə;Ali;Tam ştat (full time);72;Python;
;;;;;;;;;;;;72;software development;
;;;;;;;;;;;;72;proqramlaşdırma;
;;;;;;;;;;;;72;proqram təminatı;
;;;;;;;;;;;;72;программирование;
Proqram təminatı satışı üzrə mütəxəssis;https://busy.az/vacancy/117210/proqram-teminati-satisi-uzre-mutexessis;Caspos MMC;https://busy.az/vacancy/117210/proqram-teminati-satisi-uzre-mutexessis;61 gün əvvəl;https://busy.az/vacancy/117210/proqram-teminati-satisi-uzre-mutexessis;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;Razılaşma yolu ilə;20 - 35;Tam ştat (full time);73;Microsoft Office;
;;;;;;;;;;;;73;rus dili;
;;;;;;;;;;;;73;Russian language;
;;;;;;;;;;;;73;proqramlaşdırma;
;;;;;;;;;;;;73;proqram təminatı;
;;;;;;;;;;;;73;software development;
Java backend developer (Middle);https://busy.az/vacancy/117137/java-backend-developer-middle;Express Bank;https://busy.az/vacancy/117137/java-backend-developer-middle;61 gün əvvəl;https://busy.az/vacancy/117137/java-backend-developer-middle;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;17.01.2024;Razılaşma yolu ilə;Tam ştat (full time);74;Russian language;
;;;;;;;;;;;;74;rus dili;
;;;;;;;;;;;;74;back-end development;
;;;;;;;;;;;;74;JAVA;
;;;;;;;;;;;;74;proqram təminatı;
;;;;;;;;;;;;74;OOP;
;;;;;;;;;;;;74;Oracle SQL;
;;;;;;;;;;;;74;software development;
;;;;;;;;;;;;74;proqramlaşdırma;
Texniki dəstək mütəxəssisi;https://busy.az/vacancy/117052/texniki-destek-mutexessisi;Zirinc MMC;https://busy.az/vacancy/117052/texniki-destek-mutexessisi;62 gün əvvəl;https://busy.az/vacancy/117052/texniki-destek-mutexessisi;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;700 - 1000;Ali;Tam ştat (full time);75;proqram təminatı;
;;;;;;;;;;;;75;software development;
;;;;;;;;;;;;75;texniki dəstək;
;;;;;;;;;;;;75;programming;
POS terminallara texniki dəstək bölməsinə mütəxəssis /aparıcı mütəxəssis/ baş mütəxəssis;https://busy.az/vacancy/117047/pos-terminallara-texniki-destek-bolmesine-mutexessis-aparici-mutexessis-bas-mutexessis;Kapital Bank;https://busy.az/vacancy/117047/pos-terminallara-texniki-destek-bolmesine-mutexessis-aparici-mutexessis-bas-mutexessis;62 gün əvvəl;https://busy.az/vacancy/117047/pos-terminallara-texniki-destek-bolmesine-mutexessis-aparici-mutexessis-bas-mutexessis;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;Razılaşma yolu ilə;Ali;Tam ştat (full time);76;proqramlaşdırma;
;;;;;;;;;;;;76;HTML;
;;;;;;;;;;;;76;JSON;
;;;;;;;;;;;;76;CSS;
;;;;;;;;;;;;76;software development;
;;;;;;;;;;;;76;programming;
;;;;;;;;;;;;76;proqram təminatı;
;;;;;;;;;;;;76;программирование;
Middle Python/Ruby Backend Developer;https://busy.az/vacancy/117014/middle-pythonruby-backend-developer;Air Group;https://busy.az/vacancy/117014/middle-pythonruby-backend-developer;62 gün əvvəl;https://busy.az/vacancy/117014/middle-pythonruby-backend-developer;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;25 - 45;Ali;Tam ştat (full time);77;JavaScript;
;;;;;;;;;;;;77;Oracle;
;;;;;;;;;;;;77;SQL;
;;;;;;;;;;;;77;ASP.NET;
;;;;;;;;;;;;77;Python;
;;;;;;;;;;;;77;MSSQL;
;;;;;;;;;;;;77;TypeScript;
;;;;;;;;;;;;77;proqram təminatı;
;;;;;;;;;;;;77;software development;
;;;;;;;;;;;;77;programming;
Backend senior developer;https://busy.az/vacancy/117007/backend-senior-developer;İnformasiya Texnologiyaları və Məlumat İdarəetmə Mərkəzi;https://busy.az/vacancy/117007/backend-senior-developer;62 gün əvvəl;https://busy.az/vacancy/117007/backend-senior-developer;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;Razılaşma yolu ilə;Ali;Tam ştat (full time);78;SQL;
;;;;;;;;;;;;78;Python;
;;;;;;;;;;;;78;OOP;
;;;;;;;;;;;;78;JAVA;
;;;;;;;;;;;;78;back-end development;
;;;;;;;;;;;;78;software development;
;;;;;;;;;;;;78;programming;
;;;;;;;;;;;;78;proqramlaşdırma;
;;;;;;;;;;;;78;proqram təminatı;
Bək end üzrə böyük mütəxəssis;https://busy.az/vacancy/116864/bek-end-uzre-boyuk-mutexessis;D Tech;https://busy.az/vacancy/116864/bek-end-uzre-boyuk-mutexessis;63 gün əvvəl;https://busy.az/vacancy/116864/bek-end-uzre-boyuk-mutexessis;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;15.01.2024;Razılaşma yolu ilə;Tam ştat (full time);79;HTML;
;;;;;;;;;;;;79;SQL;
;;;;;;;;;;;;79;CSS;
;;;;;;;;;;;;79;proqram təminatı;
;;;;;;;;;;;;79;PHP;
;;;;;;;;;;;;79;software development;
;;;;;;;;;;;;79;programming;
;;;;;;;;;;;;79;proqramlaşdırma;
;;;;;;;;;;;;79;back-end development;
Java Developer;https://busy.az/vacancy/116806/java-developer;LSIM;https://busy.az/vacancy/116806/java-developer;63 gün əvvəl;https://busy.az/vacancy/116806/java-developer;İş elanı aktual deyil. Yeni vakansiyaları yoxlayın.;https://busy.az/vacancies;Bakı;800 - 1300;20 - 35;Tam ştat (full time);80;software development;
;;;;;;;;;;;;80;programming;
;;;;;;;;;;;;80;proqramlaşdırma;
;;;;;;;;;;;;80;proqram təminatı;
;;;;;;;;;;;;80;программирование;
